Name,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Barry Sumpter,,,NBA,,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Sunderlage,,,NBA,,113,,23.3,2.5,7.8,.326,,,,,,,,2.7,3.6,.732,2.5,2.0,2.8,7.7,,,,,
Bruno Sundov,,,NBA,,102,4,5.1,0.8,2.2,.356,0.0,0.2,.208,0.7,1.9,.374,.367,0.1,0.2,.526,0.3,0.7,1.0,0.2,0.1,0.1,0.3,1.0,1.7
Jon Sundvold,,,NBA,,502,71,17.6,3.3,7.3,.452,0.5,1.1,.392,2.8,6.1,.463,.483,0.7,0.9,.849,0.3,0.8,1.1,2.9,0.4,0.0,1.1,1.2,7.7
Bob Sura,,,NBA,,657,205,23.7,2.9,7.0,.414,0.6,2.0,.325,2.3,5.1,.450,.460,2.1,3.1,.689,0.9,2.5,3.4,3.8,1.0,0.2,1.9,2.2,8.6
Dick Surhoff,,,NBA,,58,,9.4,1.0,3.3,.295,,,,,,,,1.1,1.6,.717,1.6,0.6,1.5,3.1,,,,,
George Sutor,,,ABA,,79,,13.1,1.9,5.6,.341,0.0,0.0,.000,1.9,5.6,.342,.341,1.0,1.7,.595,2.5,2.6,5.1,0.4,0.9,2.6,4.8,,
Dane Suttle,,,NBA,,46,1,10.7,2.5,4.9,.507,0.0,0.1,.000,2.5,4.8,.516,.507,0.9,1.1,.857,0.5,0.6,1.1,1.0,0.5,0.0,0.7,1.1,5.9
Greg Sutton,,,NBA,,168,8,11.6,1.6,4.1,.396,0.7,1.9,.361,0.9,2.2,.426,.480,0.6,0.8,.743,0.1,0.8,0.9,1.7,0.5,0.1,1.1,1.9,4.5
Keith Swagerty,,,ABA,,80,,31.0,4.6,11.2,.408,0.0,0.1,.000,4.6,11.1,.411,.408,3.2,5.3,.611,4.1,6.3,10.4,1.2,1.4,3.0,12.3,,
Bennie Swain,,,NBA,,58,,12.2,1.7,4.2,.406,,,,,,,,1.2,1.9,.609,4.5,0.5,2.2,4.6
Caleb Swanigan,,,NBA,,38,3,7.8,0.9,2.4,.366,0.1,0.3,.167,0.8,2.1,.395,.376,0.4,0.6,.696,0.7,1.8,2.5,0.5,0.2,0.1,0.8,1.4,2.3
Norm Swanson,,,NBA,,63,,9.7,0.5,2.2,.226,,,,,,,,0.6,1.0,.594,1.7,0.5,1.4,1.6
Dan Swartz,,,NBA,,39,,8.6,1.5,3.8,.380,,,,,,,,1.6,1.8,.847,2.3,0.5,2.4,4.5
Mike Sweetney,,,NBA,,233,73,15.5,2.4,5.0,.485,0.0,0.0,.000,2.4,5.0,.485,.485,1.7,2.4,.689,1.7,2.8,4.5,0.6,0.3,0.5,1.2,2.4,6.5
Robert Swift,,,NBA,,97,34,15.5,1.8,3.5,.506,0.0,0.0,,1.8,3.5,.506,.506,0.7,1.2,.610,1.3,2.6,3.9,0.2,0.3,0.9,0.7,2.3,4.3
Skeeter Swift,,,ABA,,283,,24.2,4.3,9.7,.445,0.5,1.5,.298,3.8,8.1,.473,.469,2.5,3.0,.841,0.5,1.7,2.2,2.9,0.2,0.0,2.5,3.2,11.6
Stromile Swift,,,NBA,,547,97,19.8,3.1,6.6,.473,0.0,0.0,.074,3.1,6.6,.476,.473,2.1,3.0,.699,1.6,3.0,4.6,0.5,0.6,1.2,1.3,2.5,8.4
Aaron Swinson,,,NBA,,9,0,5.7,1.1,2.0,.556,0.0,0.0,,1.1,2.0,.556,.556,0.4,0.6,.800,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,2.7
Pape Sy,,,NBA,,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,1.0,1.0,1.000,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3
Buck Sydnor,,,BAA,,15,,,0.3,1.7,.192,,,,,,,,0.3,0.7,.500,,0.0,0.4,1.0
Larry Sykes,,,NBA,,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Brett Szabo,,,NBA,,70,24,9.5,0.8,1.7,.446,0.0,0.0,.000,0.8,1.7,.450,.446,0.6,0.9,.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2
Wally Szczerbiak,,,NBA,,651,393,30.8,5.4,11.0,.485,0.9,2.2,.406,4.4,8.8,.505,.526,2.5,2.9,.860,1.0,3.0,4.0,2.4,0.6,0.2,1.5,2.1,14.1
Walt Szczerbiak,,,ABA,,53,,11.3,2.8,4.5,.629,0.0,0.0,.000,2.8,4.4,.634,.629,0.7,1.0,.660,1.5,1.3,2.8,0.8,,0.9,1.9,6.3
Zan Tabak,,,NBA,,247,70,14.6,2.2,4.3,.506,0.0,0.0,.000,2.2,4.3,.507,.506,0.6,1.2,.525,1.3,2.3,3.6,0.7,0.3,0.5,1.1,2.3,5.0
Yuta Tabuse,,,NBA,,4,0,4.3,0.3,1.5,.167,0.3,0.3,1.000,0.0,1.3,.000,.250,1.0,1.0,1.000,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8
Chris Taft,,,NBA,,17,0,8.5,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.1,0.4,.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8
Sid Tanenbaum,,,BAA,,70,,,3.4,12.3,.274,,,,,,,,2.3,2.8,.830,,2.3,1.5,9.0,,,,,
Dragan Tarlac,,,NBA,,43,12,13.9,0.9,2.3,.394,0.0,0.0,,0.9,2.3,.394,.394,0.6,0.8,.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4
Roy Tarpley,,,NBA,,280,57,26.7,5.2,10.8,.483,0.0,0.1,.176,5.2,10.6,.487,.484,2.2,2.9,.744,3.4,6.6,10.0,1.0,1.1,1.2,2.0,3.4,12.6
Levern Tart,,,ABA,,274,,33.8,7.4,16.6,.445,0.1,0.3,.253,7.3,16.2,.449,.447,4.6,5.8,.784,2.3,2.6,5.0,3.0,3.1,2.9,19.4,,
Earl Tatum,,,NBA,,262,,20.0,4.2,9.2,.459,0.1,0.2,.333,4.2,9.2,.460,.460,1.1,1.5,.746,0.8,1.8,2.6,1.9,1.2,0.4,1.5,2.4,9.6
Jayson Tatum,,,NBA,,104,104,30.7,5.2,11.0,.469,1.4,3.4,.426,3.8,7.7,.488,.534,2.7,3.2,.830,0.8,4.6,5.4,1.7,1.0,0.7,1.4,2.2,14.5
Edy Tavares,,,NBA,,13,0,7.8,1.2,1.8,.625,0.0,0.0,,1.2,1.8,.625,.625,0.2,0.8,.273,0.8,1.6,2.5,0.3,0.1,0.9,0.5,0.8,2.5
Anthony Taylor,,,NBA,,21,7,17.5,2.9,7.2,.397,0.0,0.1,.000,2.9,7.1,.403,.397,1.1,1.5,.750,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9
Brian Taylor,,,TOT,,601,40,31.9,5.3,10.8,.493,0.4,1.3,.356,5.0,9.8,.507,.510,2.1,2.7,.780,1.0,1.7,2.7,4.1,2.1,0.3,2.0,2.8,13.1
Donell Taylor,,,NBA,,98,2,8.5,1.1,2.8,.395,0.1,0.3,.206,1.0,2.5,.421,.408,0.4,0.7,.641,0.3,0.8,1.1,0.9,0.5,0.1,0.6,0.8,2.7
Fatty Taylor,,,TOT,,640,,27.7,3.1,7.0,.438,0.1,0.3,.206,3.0,6.8,.446,.441,1.8,2.6,.676,1.6,2.4,3.9,4.0,2.4,0.2,2.7,3.1,8.0
Fred Taylor,,,NBA,,88,,9.5,1.7,4.6,.364,,,,,,,,1.1,1.8,.592,1.6,0.8,1.7,4.4,,,,,
Isaiah Taylor,,,NBA,,71,9,17.2,2.3,5.6,.413,0.3,1.2,.244,2.0,4.4,.457,.438,1.4,2.0,.699,0.3,1.0,1.4,2.9,0.5,0.2,1.2,1.7,6.3
Jay Taylor,,,NBA,,17,0,6.7,1.2,3.1,.404,0.2,0.8,.231,1.1,2.3,.462,.433,0.4,0.5,.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,0.5,3.0
Jeff Taylor,,,NBA,,56,5,14.6,1.3,3.0,.412,0.0,0.0,.000,1.3,3.0,.414,.412,0.7,1.0,.696,0.5,1.0,1.5,2.0,0.8,0.3,1.2,1.5,3.2
Jeff Taylor,,,NBA,,132,50,19.4,2.3,5.5,.409,0.6,1.9,.319,1.6,3.6,.458,.465,1.0,1.4,.665,0.6,1.4,2.0,0.8,0.5,0.2,0.7,1.8,6.1
Jermaine Taylor,,,NBA,,65,12,12.1,2.1,4.8,.441,0.3,1.0,.284,1.8,3.8,.484,.471,0.8,1.1,.730,0.7,0.9,1.7,0.7,0.4,0.1,1.0,0.8,5.4
Johnny Taylor,,,NBA,,54,9,16.0,1.9,4.6,.402,0.5,1.3,.394,1.3,3.3,.404,.458,0.5,0.7,.718,0.7,1.6,2.2,0.5,0.6,0.4,0.8,2.3,4.7
Leonard Taylor,,,NBA,,10,0,3.7,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,.000,1.1,1.6,.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1
Maurice Taylor,,,NBA,,534,227,25.0,4.6,9.9,.466,0.0,0.1,.152,4.6,9.9,.468,.467,1.8,2.5,.711,1.5,3.1,4.6,1.2,0.5,0.5,1.8,3.0,11.0
Mike Taylor,,,NBA,,51,5,15.1,2.2,5.2,.412,0.3,0.8,.325,1.9,4.5,.427,.436,1.1,1.6,.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7
Oliver Taylor,,,ABA,,262,,23.5,3.4,7.4,.456,0.1,0.3,.234,3.3,7.1,.465,.460,2.9,4.2,.683,1.6,2.5,4.2,2.4,0.6,0.2,2.2,2.7,9.7
Ronald Taylor,,,ABA,,77,,12.2,2.0,4.4,.466,0.0,0.0,,2.0,4.4,.466,.466,0.7,1.3,.553,1.6,2.2,3.8,0.9,,1.6,3.0,4.8,
Tyshawn Taylor,,,NBA,,61,3,8.0,1.0,2.9,.354,0.1,0.4,.360,0.9,2.5,.353,.379,0.6,0.9,.684,0.1,0.5,0.5,0.9,0.4,0.0,0.9,0.9,2.9
Vince Taylor,,,NBA,,31,0,10.4,1.2,3.3,.363,0.0,0.0,,1.2,3.3,.363,.363,0.7,1.0,.656,0.6,0.5,1.2,1.3,0.6,0.1,1.0,1.7,3.1
Terry Teagle,,,NBA,,687,193,21.1,4.8,10.3,.465,0.0,0.2,.210,4.8,10.1,.470,.467,2.0,2.5,.792,1.1,1.6,2.6,1.4,0.8,0.2,1.5,2.2,11.6
Jeff Teague,,,NBA,,689,554,27.7,4.5,10.1,.445,0.9,2.5,.355,3.6,7.6,.475,.489,2.8,3.3,.845,0.3,2.1,2.5,5.7,1.2,0.3,2.3,1.9,12.7
Marquis Teague,,,NBA,,91,3,10.0,0.9,2.7,.343,0.1,0.5,.222,0.8,2.2,.369,.363,0.4,0.6,.661,0.1,0.9,1.0,1.5,0.3,0.1,0.8,1.1,2.4
Mirza Teletovic,,,NBA,,324,14,17.8,2.9,7.1,.406,1.7,4.5,.371,1.2,2.5,.468,.524,0.7,1.0,.755,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1
Sebastian Telfair,,,NBA,,564,193,21.5,2.7,7.0,.390,0.6,2.0,.319,2.1,5.0,.419,.436,1.3,1.7,.777,0.3,1.3,1.6,3.5,0.7,0.1,1.5,2.1,7.4
Collis Temple,,,ABA,,24,,4.3,0.7,1.7,.415,0.0,0.0,.000,0.7,1.7,.425,.415,0.3,0.4,.800,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8
Garrett Temple,,,NBA,,462,180,19.8,2.1,5.1,.408,0.8,2.3,.360,1.2,2.7,.449,.491,0.8,1.1,.733,0.4,1.7,2.1,1.6,0.8,0.3,0.9,1.8,5.8
Milos Teodosic,,,NBA,,56,36,22.0,2.9,6.8,.425,1.7,4.4,.382,1.2,2.4,.504,.549,0.8,0.9,.840,0.3,2.2,2.5,4.1,0.5,0.1,1.9,2.2,8.2
Ira Terrell,,,NBA,,127,,19.6,2.9,5.9,.498,,,,,,,,1.1,1.8,.638,1.1,3.1,4.2,1.1,0.5,0.6,1.1,2.1,7.0
Jared Terrell,,,NBA,,1,0,21.0,1.0,8.0,.125,1.0,2.0,.500,0.0,6.0,.000,.188,1.0,2.0,.500,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0
Carlos Terry,,,NBA,,94,3,11.5,1.3,3.0,.434,0.0,0.1,.000,1.3,2.9,.452,.434,0.4,0.6,.672,0.8,1.6,2.4,1.3,0.6,0.3,0.9,1.7,3.0
Chuck Terry,,,TOT,,341,,14.8,1.7,3.9,.419,0.0,0.2,.323,1.6,3.9,.421,.422,0.5,0.6,.775,0.9,1.6,2.4,0.8,0.6,0.1,0.4,1.9,3.8
Claude Terry,,,TOT,,349,,12.3,2.2,4.8,.468,0.2,0.5,.338,2.1,4.4,.480,.483,0.9,1.2,.785,0.5,0.9,1.4,1.3,0.4,0.0,1.0,1.2,5.5
Jason Terry,,,NBA,,1410,679,29.8,4.9,11.1,.444,1.6,4.3,.380,3.3,6.8,.484,.517,2.0,2.3,.845,0.4,2.0,2.3,3.8,1.1,0.2,1.7,1.8,13.4
Hasheem Thabeet,,,NBA,,224,20,10.5,0.8,1.4,.567,0.0,0.0,,0.8,1.4,.567,.567,0.5,0.9,.578,0.9,1.8,2.7,0.1,0.3,0.8,0.5,2.0,2.2
Tom Thacker,,,TOT,,314,,11.6,1.3,3.7,.360,0.1,0.5,.227,1.3,3.6,.365,.365,0.5,1.0,.508,1.3,1.8,2.6,1.5,1.6,1.9,3.2,,
Floyd Theard,,,ABA,,25,,16.2,1.6,4.5,.345,0.0,0.0,.000,1.6,4.5,.348,.345,0.7,1.1,.643,0.3,1.7,2.0,1.8,1.8,2.0,3.8
Daniel Theis,,,NBA,,77,3,14.3,2.1,3.7,.549,0.3,0.9,.319,1.8,2.8,.621,.587,0.9,1.2,.733,1.4,2.7,4.0,0.9,0.4,0.7,0.9,2.5,5.2
Reggie Theus,,,NBA,,1026,743,33.7,6.9,14.6,.471,0.3,1.0,.252,6.6,13.7,.486,.479,4.5,5.5,.826,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5
Peter Thibeaux,,,NBA,,93,9,10.7,2.1,4.6,.453,0.0,0.1,.286,2.1,4.5,.456,.456,0.8,1.2,.626,0.6,0.9,1.5,0.5,0.4,0.3,0.8,1.8,5.0
Bill Thieben,,,NBA,,85,,10.3,1.6,4.7,.331,,,,,,,,0.9,1.3,.640,3.2,0.3,1.4,4.0
Justus Thigpen,,,TOT,,22,,7.2,1.3,3.6,.367,0.0,0.0,,1.3,3.6,.367,.367,0.0,0.1,.333,1.3,1.0,0.8,0.5,0.0,0.0,0.3,1.5,2.7
David Thirdkill,,,NBA,,179,5,8.2,1.1,2.3,.457,0.0,0.1,.091,1.1,2.3,.467,.458,0.7,1.3,.565,0.4,0.7,1.2,0.5,0.3,0.1,0.6,1.3,2.8
Adonis Thomas,,,NBA,,6,1,6.2,1.0,2.3,.429,0.2,0.8,.200,0.8,1.5,.556,.464,0.2,0.2,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3
Billy Thomas,,,NBA,,53,0,10.0,1.0,2.8,.338,0.6,1.9,.304,0.4,0.9,.408,.440,0.2,0.2,.846,0.2,0.8,1.0,0.5,0.5,0.0,0.4,1.0,2.7
Carl Thomas,,,NBA,,63,0,8.5,1.1,2.8,.398,0.4,1.2,.315,0.7,1.6,.456,.463,0.3,0.4,.643,0.2,0.7,1.0,0.4,0.4,0.1,0.4,0.8,2.9
Charles Thomas,,,NBA,,36,0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3
Etan Thomas,,,NBA,,409,74,17.3,2.2,4.2,.513,0.0,0.0,,2.2,4.2,.513,.513,1.4,2.3,.603,1.7,3.1,4.7,0.4,0.3,1.0,0.9,2.2,5.7
Irving Thomas,,,NBA,,26,0,4.2,0.7,1.9,.340,0.0,0.0,,0.7,1.9,.340,.340,0.5,0.8,.571,0.5,0.7,1.2,0.4,0.2,0.0,0.5,0.9,1.8
Isaiah Thomas,,,NBA,,473,324,29.8,6.1,13.9,.439,1.9,5.4,.361,4.1,8.5,.488,.509,4.7,5.4,.877,0.6,2.0,2.6,5.1,0.9,0.1,2.4,2.1,18.9
Isiah Thomas,,,NBA,,979,971,36.3,7.3,16.2,.452,0.4,1.4,.290,6.9,14.8,.468,.465,4.1,5.4,.759,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2
Jamel Thomas,,,NBA,,12,0,8.5,1.2,3.1,.378,0.1,0.5,.167,1.1,2.6,.419,.392,0.1,0.1,1.000,0.4,0.8,1.2,0.5,0.3,0.0,0.9,0.7,2.5
James Thomas,,,NBA,,33,2,8.1,0.7,1.2,.564,0.0,0.0,,0.7,1.2,.564,.564,0.3,0.6,.500,0.9,1.4,2.3,0.2,0.1,0.2,0.4,1.5,1.6
Jim Thomas,,,NBA,,161,67,20.9,3.4,7.1,.471,0.1,0.3,.170,3.3,6.8,.486,.475,1.6,2.1,.763,0.8,1.8,2.6,2.3,0.9,0.1,1.3,2.0,8.4
Joe Thomas,,,NBA,,39,,5.2,0.6,2.2,.267,,,,,,,,0.2,0.5,.450,1.1,0.4,0.5,1.4
John Thomas,,,NBA,,208,27,10.8,1.1,2.1,.502,0.0,0.0,.000,1.1,2.1,.505,.502,0.5,0.9,.591,1.0,1.1,2.1,0.3,0.3,0.2,0.5,1.8,2.7
Kenny Thomas,,,NBA,,632,406,27.4,3.7,7.9,.465,0.1,0.4,.244,3.6,7.5,.476,.471,1.9,2.7,.699,2.3,4.6,6.9,1.5,0.8,0.4,1.7,2.5,9.3
Khyri Thomas,,,NBA,,4,0,5.8,0.8,2.0,.375,0.5,1.5,.333,0.3,0.5,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.8,0.0,0.0,0.5,0.3,2.0
Kurt Thomas,,,NBA,,1110,650,24.5,3.5,7.1,.486,0.0,0.0,.281,3.4,7.1,.487,.487,1.2,1.5,.760,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.1
Lance Thomas,,,NBA,,357,112,18.5,1.9,4.5,.418,0.4,1.0,.402,1.5,3.5,.423,.463,1.0,1.3,.803,0.8,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.2
Malcolm Thomas,,,NBA,,40,0,8.2,0.8,1.7,.435,0.0,0.3,.091,0.7,1.5,.500,.442,0.4,0.6,.600,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9
Ronald Thomas,,,ABA,,264,,12.5,1.7,3.6,.468,0.0,0.1,.214,1.7,3.5,.472,.470,0.6,1.2,.536,1.7,2.4,4.1,0.8,0.7,0.2,0.9,2.0,4.0
Terry Thomas,,,NBA,,28,,4.9,1.0,2.3,.431,,,,,,,,0.8,1.0,.724,0.5,0.8,1.3,0.1,0.1,0.1,0.8,2.8
Tim Thomas,,,NBA,,824,408,25.9,4.2,9.6,.437,1.2,3.2,.369,3.0,6.4,.470,.497,1.9,2.5,.758,1.0,3.1,4.1,1.5,0.7,0.4,1.5,2.7,11.5
Tyrus Thomas,,,NBA,,402,129,19.7,2.9,6.5,.438,0.0,0.1,.235,2.8,6.4,.440,.439,2.0,2.7,.732,1.4,3.5,4.8,0.9,0.8,1.3,1.3,2.5,7.7
Willis Thomas,,,ABA,,62,,17.2,3.9,8.9,.442,0.0,0.0,.000,3.9,8.8,.444,.442,1.1,1.5,.742,,,1.8,0.9,1.5,1.7,9.0,,
Trey Thompkins,,,NBA,,24,0,5.0,1.0,2.5,.393,0.2,0.5,.308,0.8,2.0,.417,.426,0.2,0.3,.714,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4
Bernard Thompson,,,NBA,,204,29,14.4,2.0,4.6,.439,0.0,0.1,.000,2.0,4.5,.447,.439,1.3,1.6,.789,0.8,0.9,1.7,1.3,0.6,0.1,0.9,1.9,5.3
Billy Thompson,,,NBA,,300,149,22.3,3.6,7.1,.505,0.0,0.0,.154,3.6,7.1,.507,.505,1.4,2.1,.674,2.2,3.2,5.4,1.7,0.5,0.9,1.8,2.7,8.6
Brooks Thompson,,,NBA,,168,8,10.2,1.7,4.0,.409,0.9,2.4,.376,0.8,1.7,.456,.519,0.3,0.5,.647,0.2,0.8,0.9,1.7,0.5,0.0,0.9,1.4,4.5
Corny Thompson,,,NBA,,44,2,11.8,1.0,3.1,.314,0.0,0.0,,1.0,3.1,.314,.314,0.8,1.0,.783,0.9,1.8,2.7,0.8,0.3,0.2,0.7,2.1,2.8
David Thompson,,,TOT,,592,69,32.8,8.5,16.8,.505,0.1,0.3,.255,8.4,16.6,.508,.507,5.7,7.3,.781,1.6,2.5,4.1,3.3,1.0,0.9,2.7,2.7,22.7
Dijon Thompson,,,NBA,,16,0,5.8,1.1,2.5,.425,0.3,0.8,.308,0.8,1.7,.481,.475,0.4,0.5,.875,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.5,2.8
George Thompson,,,TOT,,437,,32.1,6.8,14.5,.465,0.3,1.0,.265,6.5,13.7,.478,.473,4.8,6.3,.762,1.3,2.0,3.3,3.6,1.2,0.2,2.6,2.8,18.6
Hollis Thompson,,,NBA,,265,90,24.2,2.8,6.8,.413,1.4,3.6,.386,1.4,3.2,.444,.514,0.8,1.1,.707,0.8,2.4,3.1,1.1,0.6,0.3,0.8,2.0,7.7
Jack Thompson,,,ABA,,2,,2.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,,0.5,0.0,0.5,1.0,1.0,0.0,1.0
Jason Thompson,,,NBA,,588,412,25.2,3.6,7.2,.496,0.0,0.1,.143,3.6,7.2,.500,.497,1.7,2.5,.657,2.1,4.4,6.6,1.1,0.5,0.7,1.3,3.0,8.9
John Thompson,,,NBA,,74,,10.4,1.3,3.2,.410,,,,,,,,0.9,1.5,.595,3.5,0.3,2.1,3.5
Kevin Thompson,,,NBA,,14,0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9
Klay Thompson,,,NBA,,563,526,33.0,7.3,15.9,.458,2.9,6.9,.418,4.4,9.0,.489,.549,1.9,2.3,.849,0.4,3.0,3.4,2.3,0.9,0.5,1.8,2.1,19.4
LaSalle Thompson,,,NBA,,985,516,21.6,3.2,6.5,.492,0.0,0.0,.154,3.2,6.4,.493,.492,1.6,2.1,.737,2.2,4.6,6.8,1.2,0.8,1.0,1.7,3.2,7.9
Mychal Thompson,,,NBA,,935,454,29.7,5.6,11.0,.504,0.0,0.0,.083,5.6,11.0,.504,.504,2.6,4.0,.655,2.4,5.1,7.4,2.3,0.7,1.1,2.3,2.9,13.7
Mychel Thompson,,,NBA,,5,3,19.0,1.4,4.8,.292,0.8,2.2,.364,0.6,2.6,.231,.375,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
Paul Thompson,,,NBA,,154,45,20.2,3.7,8.5,.432,0.1,0.5,.210,3.6,8.0,.447,.438,1.4,1.8,.792,1.3,2.1,3.5,1.5,0.9,0.5,1.0,2.3,8.9
Stephen Thompson,,,NBA,,19,0,4.8,0.7,1.9,.378,0.0,0.1,.000,0.7,1.9,.389,.378,0.2,0.4,.375,0.6,0.4,1.0,0.4,0.3,0.2,0.3,0.5,1.6
Tristan Thompson,,,NBA,,543,362,28.0,3.6,7.0,.519,0.0,0.0,.000,3.6,7.0,.520,.519,1.9,3.1,.608,3.4,5.2,8.6,0.9,0.5,0.7,1.1,2.4,9.2
Skip Thoren,,,ABA,,170,,28.6,5.3,11.4,.465,0.0,0.0,.000,5.3,11.4,.466,.465,2.6,4.2,.612,4.7,8.8,11.0,1.9,2.0,3.3,13.2
Rod Thorn,,,NBA,,466,,22.3,4.2,9.6,.433,,,,,,,,2.4,3.4,.723,3.1,2.6,1.7,10.8,,,,,
Al Thornton,,,NBA,,296,167,28.0,4.6,10.2,.452,0.3,0.9,.293,4.4,9.3,.467,.465,2.4,3.2,.747,1.3,2.8,4.2,1.2,0.6,0.5,1.4,2.6,11.9
Bob Thornton,,,NBA,,283,30,12.0,1.1,2.5,.444,0.0,0.0,.222,1.1,2.5,.447,.446,0.7,1.3,.558,0.9,1.6,2.5,0.3,0.3,0.1,0.7,2.0,3.0
Dallas Thornton,,,ABA,,50,,17.4,2.5,5.7,.433,0.0,0.2,.182,2.4,5.5,.443,.437,1.9,2.8,.655,0.9,2.0,2.8,1.5,2.0,2.1,6.8
Marcus Thornton,,,NBA,,483,135,23.4,4.4,10.4,.425,1.5,4.2,.358,2.9,6.1,.471,.498,1.6,1.9,.830,0.8,1.9,2.8,1.4,0.8,0.1,1.0,1.5,11.9
Sindarius Thornwell,,,NBA,,83,17,14.8,1.2,2.9,.429,0.3,0.8,.365,1.0,2.1,.452,.477,0.8,1.1,.685,0.4,1.4,1.8,0.9,0.6,0.3,0.7,1.7,3.5
Otis Thorpe,,,NBA,,1257,989,31.7,5.5,10.0,.546,0.0,0.1,.047,5.5,10.0,.548,.546,3.1,4.5,.687,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14.0
Sedale Threatt,,,NBA,,951,304,23.6,4.1,8.5,.485,0.2,0.7,.293,3.9,7.8,.501,.496,1.4,1.7,.815,0.4,1.4,1.8,3.8,1.2,0.1,1.4,2.3,9.8
Nate Thurmond,,,NBA,,964,,37.2,5.7,13.6,.421,,,,,,,,3.5,5.3,.667,2.8,6.8,15.0,2.7,0.5,2.1,2.7,15.0,
Mel Thurston,,,BAA,,14,,,2.3,8.1,.283,,,,,,,,1.0,2.0,.500,,0.3,3.0,5.6
Hal Tidrick,,,BAA,,61,,,3.2,10.1,.315,,,,,,,,2.7,3.4,.800,,1.7,3.1,9.0,,,,,
Dan Tieman,,,NBA,,29,,6.1,0.5,2.0,.263,,,,,,,,0.1,0.3,.400,0.8,0.9,0.6,1.2
Darren Tillis,,,NBA,,124,5,10.1,1.5,3.5,.423,0.0,0.0,.000,1.5,3.5,.426,.423,0.5,0.7,.626,0.9,1.6,2.5,0.3,0.2,0.7,0.6,2.0,3.4
Jack Tingle,,,BAA,,39,,,0.9,3.7,.259,,,,,,,,0.4,0.8,.515,,0.2,1.2,2.3,,,,,
George Tinsley,,,ABA,,133,,14.0,1.8,4.4,.422,0.0,0.2,.200,1.8,4.1,.434,.427,1.6,2.1,.743,1.3,1.6,2.9,0.9,,0.9,2.0,5.3,
Jamaal Tinsley,,,NBA,,547,404,26.4,3.2,8.2,.393,0.7,2.4,.299,2.5,5.8,.432,.437,1.3,1.9,.716,0.6,2.3,2.9,6.1,1.4,0.3,2.5,2.4,8.5
Wayman Tisdale,,,NBA,,840,534,28.4,6.4,12.6,.505,0.0,0.0,.000,6.4,12.6,.506,.505,2.6,3.4,.760,1.9,4.2,6.1,1.3,0.6,0.6,1.7,3.3,15.3
Mike Tobey,,,NBA,,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
